,Areaname,STCOU,LND110210D
2219,"Murray, OK",40099,416.46
2220,"Muskogee, OK",40101,810.45
2221,"Noble, OK",40103,731.9
2222,"Nowata, OK",40105,565.78
2223,"Okfuskee, OK",40107,618.57
2224,"Oklahoma, OK",40109,708.82
2225,"Okmulgee, OK",40111,697.35
2226,"Osage, OK",40113,2246.36
2227,"Ottawa, OK",40115,470.82
2228,"Pawnee, OK",40117,567.96
2229,"Payne, OK",40119,684.7
2230,"Pittsburg, OK",40121,1305.46
2231,"Pontotoc, OK",40123,720.44
2232,"Pottawatomie, OK",40125,787.67
2233,"Pushmataha, OK",40127,1395.84
2234,"Roger Mills, OK",40129,1141.14
2235,"Rogers, OK",40131,675.63
2236,"Seminole, OK",40133,632.84
2237,"Sequoyah, OK",40135,673.27
2238,"Stephens, OK",40137,870.24
2239,"Texas, OK",40139,2041.26
2240,"Tillman, OK",40141,871.13
2241,"Tulsa, OK",40143,570.25
2242,"Wagoner, OK",40145,561.56
2243,"Washington, OK",40147,415.45
2244,"Washita, OK",40149,1003.17
2245,"Woods, OK",40151,1286.45
2246,"Woodward, OK",40153,1242.4
2247,OREGON,41000,95988.01
2248,"Baker, OR",41001,3068.36
2249,"Benton, OR",41003,675.94
2250,"Clackamas, OR",41005,1870.32
2251,"Clatsop, OR",41007,829.05
2252,"Columbia, OR",41009,657.36
2253,"Coos, OR",41011,1596.17
2254,"Crook, OR",41013,2979.09
2255,"Curry, OR",41015,1627.46
2256,"Deschutes, OR",41017,3018.19
2257,"Douglas, OR",41019,5036.08
2258,"Gilliam, OR",41021,1204.81
2259,"Grant, OR",41023,4528.54
2260,"Harney, OR",41025,10133.17
2261,"Hood River, OR",41027,521.95
2262,"Jackson, OR",41029,2783.55
2263,"Jefferson, OR",41031,1780.79
2264,"Josephine, OR",41033,1639.67
2265,"Klamath, OR",41035,5941.05
2266,"Lake, OR",41037,8138.98
2267,"Lane, OR",41039,4553.12
2268,"Lincoln, OR",41041,979.77
2269,"Linn, OR",41043,2290.13
2270,"Malheur, OR",41045,9887.53
2271,"Marion, OR",41047,1182.33
2272,"Morrow, OR",41049,2031.61
2273,"Multnomah, OR",41051,431.3
2274,"Polk, OR",41053,740.79
2275,"Sherman, OR",41055,823.69
2276,"Tillamook, OR",41057,1102.58
2277,"Umatilla, OR",41059,3215.51
2278,"Union, OR",41061,2036.61
2279,"Wallowa, OR",41063,3146.19
2280,"Wasco, OR",41065,2381.52
2281,"Washington, OR",41067,724.23
2282,"Wheeler, OR",41069,1714.75
2283,"Yamhill, OR",41071,715.86
2284,PENNSYLVANIA,42000,44742.7
2285,"Adams, PA",42001,518.67
2286,"Allegheny, PA",42003,730.08
2287,"Armstrong, PA",42005,653.2
2288,"Beaver, PA",42007,434.71
2289,"Bedford, PA",42009,1012.3
2290,"Berks, PA",42011,856.51
2291,"Blair, PA",42013,525.8
2292,"Bradford, PA",42015,1147.4
2293,"Bucks, PA",42017,604.31
2294,"Butler, PA",42019,788.6
2295,"Cambria, PA",42021,688.35
2296,"Cameron, PA",42023,396.23
2297,"Carbon, PA",42025,381.46
2298,"Centre, PA",42027,1109.92
2299,"Chester, PA",42029,750.51
2300,"Clarion, PA",42031,600.83
2301,"Clearfield, PA",42033,1144.72
2302,"Clinton, PA",42035,887.98
2303,"Columbia, PA",42037,483.11
2304,"Crawford, PA",42039,1012.3
2305,"Cumberland, PA",42041,545.46
2306,"Dauphin, PA",42043,525.05
2307,"Delaware, PA",42045,183.84
2308,"Elk, PA",42047,827.36
2309,"Erie, PA",42049,799.15
2310,"Fayette, PA",42051,790.34
2311,"Forest, PA",42053,427.19
2312,"Franklin, PA",42055,772.22
2313,"Fulton, PA",42057,437.55
2314,"Greene, PA",42059,575.95
2315,"Huntingdon, PA",42061,874.64
2316,"Indiana, PA",42063,827.03
2317,"Jefferson, PA",42065,652.43
2318,"Juniata, PA",42067,391.35
2319,"Lackawanna, PA",42069,459.08
2320,"Lancaster, PA",42071,943.81
2321,"Lawrence, PA",42073,358.18
2322,"Lebanon, PA",42075,361.83
2323,"Lehigh, PA",42077,345.17
2324,"Luzerne, PA",42079,890.33
2325,"Lycoming, PA",42081,1228.59
2326,"McKean, PA",42083,979.2
2327,"Mercer, PA",42085,672.58
2328,"Mifflin, PA",42087,411.03
2329,"Monroe, PA",42089,608.29
2330,"Montgomery, PA",42091,483.04
2331,"Montour, PA",42093,130.24
2332,"Northampton, PA",42095,369.67
2333,"Northumberland, PA",42097,458.37
2334,"Perry, PA",42099,551.45
2335,"Philadelphia, PA",42101,134.1
2336,"Pike, PA",42103,544.96
2337,"Potter, PA",42105,1081.32
2338,"Schuylkill, PA",42107,778.63
2339,"Snyder, PA",42109,328.71
2340,"Somerset, PA",42111,1074.37
2341,"Sullivan, PA",42113,449.94
2342,"Susquehanna, PA",42115,823.44
2343,"Tioga, PA",42117,1133.79
2344,"Union, PA",42119,315.98
2345,"Venango, PA",42121,674.28
2346,"Warren, PA",42123,884.14
2347,"Washington, PA",42125,856.99
2348,"Wayne, PA",42127,725.6
2349,"Westmoreland, PA",42129,1027.55
2350,"Wyoming, PA",42131,397.32
2351,"York, PA",42133,904.18
2352,RHODE ISLAND,44000,1033.81
2353,"Bristol, RI",44001,24.16
2354,"Kent, RI",44003,168.53
2355,"Newport, RI",44005,102.39
2356,"Providence, RI",44007,409.5
2357,"Washington, RI",44009,329.24
2358,SOUTH CAROLINA,45000,30060.7
2359,"Abbeville, SC",45001,490.48
2360,"Aiken, SC",45003,1071.03
2361,"Allendale, SC",45005,408.09
2362,"Anderson, SC",45007,715.43
2363,"Bamberg, SC",45009,393.37
2364,"Barnwell, SC",45011,548.39
2365,"Beaufort, SC",45013,576.28
2366,"Berkeley, SC",45015,1098.86
2367,"Calhoun, SC",45017,381.15
2368,"Charleston, SC",45019,916.09
2369,"Cherokee, SC",45021,392.66
2370,"Chester, SC",45023,580.66
2371,"Chesterfield, SC",45025,799.08
2372,"Clarendon, SC",45027,606.94
2373,"Colleton, SC",45029,1056.49
2374,"Darlington, SC",45031,561.15
2375,"Dillon, SC",45033,404.87
2376,"Dorchester, SC",45035,573.23
2377,"Edgefield, SC",45037,500.41
2378,"Fairfield, SC",45039,686.28
2379,"Florence, SC",45041,799.96
2380,"Georgetown, SC",45043,813.55
2381,"Greenville, SC",45045,785.12
2382,"Greenwood, SC",45047,454.73
2383,"Hampton, SC",45049,559.9
2384,"Horry, SC",45051,1133.9
2385,"Jasper, SC",45053,655.32
2386,"Kershaw, SC",45055,726.56
2387,"Lancaster, SC",45057,549.16
2388,"Laurens, SC",45059,713.8
2389,"Lee, SC",45061,410.18
2390,"Lexington, SC",45063,698.91
2391,"McCormick, SC",45065,359.13
2392,"Marion, SC",45067,489.23
2393,"Marlboro, SC",45069,479.67
2394,"Newberry, SC",45071,630.04
2395,"Oconee, SC",45073,626.33
2396,"Orangeburg, SC",45075,1106.1
2397,"Pickens, SC",45077,496.41
2398,"Richland, SC",45079,757.07
2399,"Saluda, SC",45081,452.78
2400,"Spartanburg, SC",45083,807.93
2401,"Sumter, SC",45085,665.07
2402,"Union, SC",45087,514.17
2403,"Williamsburg, SC",45089,934.16
2404,"York, SC",45091,680.6
2405,SOUTH DAKOTA,46000,75811.0
2406,"Aurora, SD",46003,708.43
2407,"Beadle, SD",46005,1258.71
2408,"Bennett, SD",46007,1184.71
2409,"Bon Homme, SD",46009,563.7
2410,"Brookings, SD",46011,792.21
2411,"Brown, SD",46013,1712.98
2412,"Brule, SD",46015,817.24
2413,"Buffalo, SD",46017,471.38
2414,"Butte, SD",46019,2249.9
2415,"Campbell, SD",46021,733.68
2416,"Charles Mix, SD",46023,1097.49
2417,"Clark, SD",46025,957.6
2418,"Clay, SD",46027,412.19
2419,"Codington, SD",46029,688.5
2420,"Corson, SD",46031,2469.69
2421,"Custer, SD",46033,1557.0
2422,"Davison, SD",46035,435.56
2423,"Day, SD",46037,1027.87
2424,"Deuel, SD",46039,622.69
2425,"Dewey, SD",46041,2302.49
2426,"Douglas, SD",46043,431.8
2427,"Edmunds, SD",46045,1125.96
2428,"Fall River, SD",46047,1739.92
2429,"Faulk, SD",46049,981.75
2430,"Grant, SD",46051,681.46
2431,"Gregory, SD",46053,1014.96
2432,"Haakon, SD",46055,1810.53
2433,"Hamlin, SD",46057,507.23
2434,"Hand, SD",46059,1436.61
2435,"Hanson, SD",46061,434.51
2436,"Harding, SD",46063,2671.38
2437,"Hughes, SD",46065,741.56
2438,"Hutchinson, SD",46067,812.9
2439,"Hyde, SD",46069,860.52
2440,"Jackson, SD",46071,1863.91
2441,"Jerauld, SD",46073,526.23
2442,"Jones, SD",46075,969.68
2443,"Kingsbury, SD",46077,832.24
2444,"Lake, SD",46079,563.28
2445,"Lawrence, SD",46081,800.04
2446,"Lincoln, SD",46083,577.28
2447,"Lyman, SD",46085,1641.94
2448,"McCook, SD",46087,574.2
2449,"McPherson, SD",46089,1136.64
2450,"Marshall, SD",46091,838.07
2451,"Meade, SD",46093,3470.98
2452,"Mellette, SD",46095,1307.31
2453,"Miner, SD",46097,570.31
2454,"Minnehaha, SD",46099,807.15
2455,"Moody, SD",46101,519.39
2456,"Pennington, SD",46103,2776.55
2457,"Perkins, SD",46105,2870.48
2458,"Potter, SD",46107,861.14
2459,"Roberts, SD",46109,1101.04
2460,"Sanborn, SD",46111,569.32
2461,"Shannon, SD",46113,2093.9
2462,"Spink, SD",46115,1503.93
2463,"Stanley, SD",46117,1444.43
2464,"Sully, SD",46119,1006.82
2465,"Todd, SD",46121,1388.56
2466,"Tripp, SD",46123,1612.45
2467,"Turner, SD",46125,617.06
2468,"Union, SD",46127,460.54
2469,"Walworth, SD",46129,708.63
2470,"Yankton, SD",46135,521.16
2471,"Ziebach, SD",46137,1961.27
2472,TENNESSEE,47000,41234.9
2473,"Anderson, TN",47001,337.16
2474,"Bedford, TN",47003,473.64
2475,"Benton, TN",47005,394.14
2476,"Bledsoe, TN",47007,406.43
2477,"Blount, TN",47009,558.71
2478,"Bradley, TN",47011,328.76
2479,"Campbell, TN",47013,480.19
2480,"Cannon, TN",47015,265.64
2481,"Carroll, TN",47017,599.25
2482,"Carter, TN",47019,341.2
2483,"Cheatham, TN",47021,302.44
2484,"Chester, TN",47023,285.74
2485,"Claiborne, TN",47025,434.58
2486,"Clay, TN",47027,236.54
2487,"Cocke, TN",47029,434.57
2488,"Coffee, TN",47031,428.96
2489,"Crockett, TN",47033,265.54
2490,"Cumberland, TN",47035,681.03
2491,"Davidson, TN",47037,504.03
2492,"Decatur, TN",47039,333.85
2493,"DeKalb, TN",47041,304.35
2494,"Dickson, TN",47043,489.9
2495,"Dyer, TN",47045,512.33
2496,"Fayette, TN",47047,704.79
2497,"Fentress, TN",47049,498.61
2498,"Franklin, TN",47051,554.54
2499,"Gibson, TN",47053,602.74
2500,"Giles, TN",47055,610.93
2501,"Grainger, TN",47057,280.6
2502,"Greene, TN",47059,622.17
2503,"Grundy, TN",47061,360.53
2504,"Hamblen, TN",47063,161.18
2505,"Hamilton, TN",47065,542.43
2506,"Hancock, TN",47067,222.34
2507,"Hardeman, TN",47069,667.77
2508,"Hardin, TN",47071,577.32
2509,"Hawkins, TN",47073,486.98
2510,"Haywood, TN",47075,533.11
2511,"Henderson, TN",47077,520.07
2512,"Henry, TN",47079,562.1
2513,"Hickman, TN",47081,612.5
2514,"Houston, TN",47083,200.29
2515,"Humphreys, TN",47085,530.98
2516,"Jackson, TN",47087,308.32
2517,"Jefferson, TN",47089,274.08
2518,"Johnson, TN",47091,298.48
2519,"Knox, TN",47093,508.22
2520,"Lake, TN",47095,165.78
2521,"Lauderdale, TN",47097,471.99
2522,"Lawrence, TN",47099,617.13
2523,"Lewis, TN",47101,282.09
2524,"Lincoln, TN",47103,570.34
2525,"Loudon, TN",47105,229.22
2526,"McMinn, TN",47107,430.13
2527,"McNairy, TN",47109,562.86
2528,"Macon, TN",47111,307.14
2529,"Madison, TN",47113,557.12
2530,"Marion, TN",47115,498.16
2531,"Marshall, TN",47117,375.46
2532,"Maury, TN",47119,613.14
2533,"Meigs, TN",47121,195.12
2534,"Monroe, TN",47123,635.57
2535,"Montgomery, TN",47125,539.18
2536,"Moore, TN",47127,129.22
2537,"Morgan, TN",47129,522.18
2538,"Obion, TN",47131,544.73
2539,"Overton, TN",47133,433.48
2540,"Perry, TN",47135,414.73
2541,"Pickett, TN",47137,162.98
2542,"Polk, TN",47139,434.68
2543,"Putnam, TN",47141,401.1
2544,"Rhea, TN",47143,315.38
2545,"Roane, TN",47145,360.71
2546,"Robertson, TN",47147,476.29
2547,"Rutherford, TN",47149,619.36
2548,"Scott, TN",47151,532.3
2549,"Sequatchie, TN",47153,265.86
2550,"Sevier, TN",47155,592.5
2551,"Shelby, TN",47157,763.17
2552,"Smith, TN",47159,314.29
2553,"Stewart, TN",47161,459.33
2554,"Sullivan, TN",47163,413.36
2555,"Sumner, TN",47165,529.45
2556,"Tipton, TN",47167,458.37
2557,"Trousdale, TN",47169,114.19
2558,"Unicoi, TN",47171,186.17
2559,"Union, TN",47173,223.55
2560,"Van Buren, TN",47175,273.42
2561,"Warren, TN",47177,432.68
2562,"Washington, TN",47179,326.47
2563,"Wayne, TN",47181,734.1
2564,"Weakley, TN",47183,580.36
2565,"White, TN",47185,376.67
2566,"Williamson, TN",47187,582.6
2567,"Wilson, TN",47189,570.83
2568,TEXAS,48000,261231.71
2569,"Anderson, TX",48001,1062.6
2570,"Andrews, TX",48003,1500.71
2571,"Angelina, TX",48005,797.78
2572,"Aransas, TX",48007,252.07
2573,"Archer, TX",48009,903.11
2574,"Armstrong, TX",48011,909.11
2575,"Atascosa, TX",48013,1219.54
2576,"Austin, TX",48015,646.51
2577,"Bailey, TX",48017,826.8
2578,"Bandera, TX",48019,790.96
2579,"Bastrop, TX",48021,888.15
2580,"Baylor, TX",48023,867.48
2581,"Bee, TX",48025,880.24
2582,"Bell, TX",48027,1051.02
2583,"Bexar, TX",48029,1239.82
2584,"Blanco, TX",48031,709.25
2585,"Borden, TX",48033,897.44
2586,"Bosque, TX",48035,982.98
2587,"Bowie, TX",48037,885.01
2588,"Brazoria, TX",48039,1357.7
2589,"Brazos, TX",48041,585.45
2590,"Brewster, TX",48043,6183.73
2591,"Briscoe, TX",48045,900.0
2592,"Brooks, TX",48047,943.36
2593,"Brown, TX",48049,944.43
2594,"Burleson, TX",48051,659.03
2595,"Burnet, TX",48053,994.26
2596,"Caldwell, TX",48055,545.26
2597,"Calhoun, TX",48057,506.84
2598,"Callahan, TX",48059,899.37
2599,"Cameron, TX",48061,890.92
2600,"Camp, TX",48063,195.83
2601,"Carson, TX",48065,920.22
2602,"Cass, TX",48067,936.96
2603,"Castro, TX",48069,894.43
2604,"Chambers, TX",48071,597.14
2605,"Cherokee, TX",48073,1052.91
2606,"Childress, TX",48075,696.41
2607,"Clay, TX",48077,1088.72
2608,"Cochran, TX",48079,775.15
2609,"Coke, TX",48081,911.47
2610,"Coleman, TX",48083,1261.95
2611,"Collin, TX",48085,841.23
2612,"Collingsworth, TX",48087,918.44
2613,"Colorado, TX",48089,960.27
2614,"Comal, TX",48091,559.48
2615,"Comanche, TX",48093,937.75
2616,"Concho, TX",48095,983.8
2617,"Cooke, TX",48097,874.76
2618,"Coryell, TX",48099,1052.07
2619,"Cottle, TX",48101,900.56
2620,"Crane, TX",48103,785.07
2621,"Crockett, TX",48105,2807.33
2622,"Crosby, TX",48107,900.2
2623,"Culberson, TX",48109,3812.8
2624,"Dallam, TX",48111,1503.26
2625,"Dallas, TX",48113,871.28
2626,"Dawson, TX",48115,900.31
2627,"Deaf Smith, TX",48117,1496.87
2628,"Delta, TX",48119,256.83
2629,"Denton, TX",48121,878.43
2630,"DeWitt, TX",48123,908.98
2631,"Dickens, TX",48125,901.72
2632,"Dimmit, TX",48127,1328.88
2633,"Donley, TX",48129,926.89
2634,"Duval, TX",48131,1793.48
2635,"Eastland, TX",48133,926.49
2636,"Ector, TX",48135,897.69
2637,"Edwards, TX",48137,2117.86
2638,"Ellis, TX",48139,935.49
2639,"El Paso, TX",48141,1012.69
2640,"Erath, TX",48143,1083.07
2641,"Falls, TX",48145,765.48
2642,"Fannin, TX",48147,890.84
2643,"Fayette, TX",48149,950.01
2644,"Fisher, TX",48151,898.94
2645,"Floyd, TX",48153,992.14
2646,"Foard, TX",48155,704.4
2647,"Fort Bend, TX",48157,861.48
2648,"Franklin, TX",48159,284.39
2649,"Freestone, TX",48161,877.74
2650,"Frio, TX",48163,1133.5
2651,"Gaines, TX",48165,1502.38
2652,"Galveston, TX",48167,378.36
2653,"Garza, TX",48169,893.41
2654,"Gillespie, TX",48171,1058.21
2655,"Glasscock, TX",48173,900.22
2656,"Goliad, TX",48175,852.01
2657,"Gonzales, TX",48177,1066.69
2658,"Gray, TX",48179,925.97
2659,"Grayson, TX",48181,932.8
2660,"Gregg, TX",48183,273.3
2661,"Grimes, TX",48185,787.46
2662,"Guadalupe, TX",48187,711.3
2663,"Hale, TX",48189,1004.68
2664,"Hall, TX",48191,883.49
2665,"Hamilton, TX",48193,835.91
2666,"Hansford, TX",48195,919.81
2667,"Hardeman, TX",48197,695.11
2668,"Hardin, TX",48199,890.57
2669,"Harris, TX",48201,1703.48
2670,"Harrison, TX",48203,899.95
2671,"Hartley, TX",48205,1462.03
2672,"Haskell, TX",48207,903.13
2673,"Hays, TX",48209,677.98
2674,"Hemphill, TX",48211,906.29
2675,"Henderson, TX",48213,873.75
2676,"Hidalgo, TX",48215,1570.87
2677,"Hill, TX",48217,958.86
2678,"Hockley, TX",48219,908.39
2679,"Hood, TX",48221,420.64
2680,"Hopkins, TX",48223,767.17
2681,"Houston, TX",48225,1230.91
2682,"Howard, TX",48227,900.79
2683,"Hudspeth, TX",48229,4570.98
2684,"Hunt, TX",48231,840.32
2685,"Hutchinson, TX",48233,887.42
2686,"Irion, TX",48235,1051.56
2687,"Jack, TX",48237,910.66
2688,"Jackson, TX",48239,829.44
2689,"Jasper, TX",48241,938.85
2690,"Jeff Davis, TX",48243,2264.56
2691,"Jefferson, TX",48245,876.3
2692,"Jim Hogg, TX",48247,1136.14
2693,"Jim Wells, TX",48249,864.97
2694,"Johnson, TX",48251,724.69
2695,"Jones, TX",48253,928.55
2696,"Karnes, TX",48255,747.56
2697,"Kaufman, TX",48257,780.7
2698,"Kendall, TX",48259,662.45
2699,"Kenedy, TX",48261,1458.33
2700,"Kent, TX",48263,902.51
2701,"Kerr, TX",48265,1103.32
2702,"Kimble, TX",48267,1250.99
2703,"King, TX",48269,910.87
2704,"Kinney, TX",48271,1360.06
2705,"Kleberg, TX",48273,881.31
2706,"Knox, TX",48275,850.62
2707,"Lamar, TX",48277,907.19
2708,"Lamb, TX",48279,1016.18
2709,"Lampasas, TX",48281,712.84
2710,"La Salle, TX",48283,1486.69
2711,"Lavaca, TX",48285,969.71
2712,"Lee, TX",48287,629.02
2713,"Leon, TX",48289,1073.15
2714,"Liberty, TX",48291,1158.42
2715,"Limestone, TX",48293,905.29
2716,"Lipscomb, TX",48295,932.18
2717,"Live Oak, TX",48297,1039.7
2718,"Llano, TX",48299,934.03
2719,"Loving, TX",48301,668.93
2720,"Lubbock, TX",48303,895.6
2721,"Lynn, TX",48305,891.87
2722,"McCulloch, TX",48307,1065.6
2723,"McLennan, TX",48309,1037.1
2724,"McMullen, TX",48311,1139.43
2725,"Madison, TX",48313,466.07
2726,"Marion, TX",48315,380.88
2727,"Martin, TX",48317,914.94
2728,"Mason, TX",48319,928.8
2729,"Matagorda, TX",48321,1100.28
2730,"Maverick, TX",48323,1279.26
2731,"Medina, TX",48325,1325.36
2732,"Menard, TX",48327,902.03
2733,"Midland, TX",48329,900.3
2734,"Milam, TX",48331,1016.93
2735,"Mills, TX",48333,748.26
2736,"Mitchell, TX",48335,911.09
2737,"Montague, TX",48337,930.91
2738,"Montgomery, TX",48339,1041.74
2739,"Moore, TX",48341,899.69
2740,"Morris, TX",48343,251.99
2741,"Motley, TX",48345,989.56
2742,"Nacogdoches, TX",48347,946.54
2743,"Navarro, TX",48349,1009.63
2744,"Newton, TX",48351,933.68
2745,"Nolan, TX",48353,912.0
2746,"Nueces, TX",48355,838.48
2747,"Ochiltree, TX",48357,917.63
2748,"Oldham, TX",48359,1500.53
2749,"Orange, TX",48361,333.67
2750,"Palo Pinto, TX",48363,951.79
2751,"Panola, TX",48365,801.75
2752,"Parker, TX",48367,903.48
2753,"Parmer, TX",48369,880.78
2754,"Pecos, TX",48371,4763.85
2755,"Polk, TX",48373,1057.09
2756,"Potter, TX",48375,908.37
2757,"Presidio, TX",48377,3855.24
2758,"Rains, TX",48379,229.45
2759,"Randall, TX",48381,911.54
2760,"Reagan, TX",48383,1175.3
2761,"Real, TX",48385,699.2
2762,"Red River, TX",48387,1036.58
2763,"Reeves, TX",48389,2635.38
2764,"Refugio, TX",48391,770.44
2765,"Roberts, TX",48393,924.06
2766,"Robertson, TX",48395,855.68
2767,"Rockwall, TX",48397,127.04
2768,"Runnels, TX",48399,1050.95
2769,"Rusk, TX",48401,924.03
2770,"Sabine, TX",48403,491.39
2771,"San Augustine, TX",48405,530.66
2772,"San Jacinto, TX",48407,569.24
2773,"San Patricio, TX",48409,693.45
2774,"San Saba, TX",48411,1135.3
2775,"Schleicher, TX",48413,1310.63
2776,"Scurry, TX",48415,905.44
2777,"Shackelford, TX",48417,914.29
2778,"Shelby, TX",48419,795.58
2779,"Sherman, TX",48421,923.04
2780,"Smith, TX",48423,921.45
2781,"Somervell, TX",48425,186.46
2782,"Starr, TX",48427,1223.18
2783,"Stephens, TX",48429,896.72
2784,"Sterling, TX",48431,923.45
2785,"Stonewall, TX",48433,916.31
2786,"Sutton, TX",48435,1453.93
2787,"Swisher, TX",48437,890.16
2788,"Tarrant, TX",48439,863.61
2789,"Taylor, TX",48441,915.55
2790,"Terrell, TX",48443,2358.03
2791,"Terry, TX",48445,888.84
2792,"Throckmorton, TX",48447,912.55
2793,"Titus, TX",48449,406.05
2794,"Tom Green, TX",48451,1521.97
2795,"Travis, TX",48453,990.2
2796,"Trinity, TX",48455,693.61
2797,"Tyler, TX",48457,924.5
2798,"Upshur, TX",48459,582.95
2799,"Upton, TX",48461,1241.32
2800,"Uvalde, TX",48463,1551.95
2801,"Val Verde, TX",48465,3144.75
2802,"Van Zandt, TX",48467,842.56
2803,"Victoria, TX",48469,882.14
2804,"Walker, TX",48471,784.17
2805,"Waller, TX",48473,513.43
2806,"Ward, TX",48475,835.6
2807,"Washington, TX",48477,603.95
2808,"Webb, TX",48479,3361.48
2809,"Wharton, TX",48481,1086.15
2810,"Wheeler, TX",48483,914.52
2811,"Wichita, TX",48485,627.78
2812,"Wilbarger, TX",48487,970.84
2813,"Willacy, TX",48489,590.55
2814,"Williamson, TX",48491,1118.3
2815,"Wilson, TX",48493,803.73
2816,"Winkler, TX",48495,841.11
2817,"Wise, TX",48497,904.42
2818,"Wood, TX",48499,645.23
2819,"Yoakum, TX",48501,799.71
2820,"Young, TX",48503,914.47
2821,"Zapata, TX",48505,998.41
2822,"Zavala, TX",48507,1297.41
2823,UTAH,49000,82169.62
2824,"Beaver, UT",49001,2589.88
2825,"Box Elder, UT",49003,5745.55
2826,"Cache, UT",49005,1164.81
2827,"Carbon, UT",49007,1478.49
2828,"Daggett, UT",49009,696.98
2829,"Davis, UT",49011,298.78
2830,"Duchesne, UT",49013,3240.95
2831,"Emery, UT",49015,4462.31
2832,"Garfield, UT",49017,5175.12
2833,"Grand, UT",49019,3671.54
2834,"Iron, UT",49021,3296.68
2835,"Juab, UT",49023,3392.28
2836,"Kane, UT",49025,3990.23
2837,"Millard, UT",49027,6572.43
2838,"Morgan, UT",49029,609.2
2839,"Piute, UT",49031,757.79
2840,"Rich, UT",49033,1028.78
2841,"Salt Lake, UT",49035,742.28
2842,"San Juan, UT",49037,7819.99
2843,"Sanpete, UT",49039,1590.15
2844,"Sevier, UT",49041,1910.58
2845,"Summit, UT",49043,1871.71
2846,"Tooele, UT",49045,6941.35
2847,"Uintah, UT",49047,4479.69
2848,"Utah, UT",49049,2003.45
2849,"Wasatch, UT",49051,1175.5
2850,"Washington, UT",49053,2426.36
2851,"Wayne, UT",49055,2460.68
2852,"Weber, UT",49057,576.08
2853,VERMONT,50000,9216.66
2854,"Addison, VT",50001,766.33
2855,"Bennington, VT",50003,674.98
2856,"Caledonia, VT",50005,648.86
2857,"Chittenden, VT",50007,536.58
2858,"Essex, VT",50009,663.6
2859,"Franklin, VT",50011,633.71
2860,"Grand Isle, VT",50013,81.81
2861,"Lamoille, VT",50015,458.8
2862,"Orange, VT",50017,687.03
2863,"Orleans, VT",50019,693.27
2864,"Rutland, VT",50021,929.82
2865,"Washington, VT",50023,687.23
2866,"Windham, VT",50025,785.31
2867,"Windsor, VT",50027,969.34
2868,VIRGINIA,51000,39490.09
2869,"Accomack, VA",51001,449.5
2870,"Albemarle, VA",51003,720.7
2871,"Alleghany, VA",51005,445.46
2872,"Amelia, VA",51007,355.27
2873,"Amherst, VA",51009,473.93
2874,"Appomattox, VA",51011,333.49
2875,"Arlington, VA",51013,25.97
2876,"Augusta, VA",51015,967.0
2877,"Bath, VA",51017,529.16
2878,"Bedford, VA",51019,753.02
2879,"Bland, VA",51021,357.73
2880,"Botetourt, VA",51023,541.2
2881,"Brunswick, VA",51025,566.17
2882,"Buchanan, VA",51027,502.76
2883,"Buckingham, VA",51029,579.66
2884,"Campbell, VA",51031,503.87
2885,"Caroline, VA",51033,527.51
2886,"Carroll, VA",51035,474.69
2887,"Charles City, VA",51036,182.82
2888,"Charlotte, VA",51037,475.27
2889,"Chesterfield, VA",51041,423.3
2890,"Clarke, VA",51043,176.18
2891,"Craig, VA",51045,329.53
2892,"Culpeper, VA",51047,379.23
2893,"Cumberland, VA",51049,297.46
2894,"Dickenson, VA",51051,330.53
2895,"Dinwiddie, VA",51053,503.72
2896,"Essex, VA",51057,257.12
2897,"Fairfax, VA",51059,390.97
2898,"Fauquier, VA",51061,647.45
2899,"Floyd, VA",51063,380.42
2900,"Fluvanna, VA",51065,286.01
2901,"Franklin, VA",51067,690.43
2902,"Frederick, VA",51069,413.5
2903,"Giles, VA",51071,355.78
2904,"Gloucester, VA",51073,217.81
2905,"Goochland, VA",51075,281.42
2906,"Grayson, VA",51077,442.18
2907,"Greene, VA",51079,156.25
2908,"Greensville, VA",51081,295.23
2909,"Halifax, VA",51083,817.84
2910,"Hanover, VA",51085,468.54
2911,"Henrico, VA",51087,233.7
2912,"Henry, VA",51089,382.33
2913,"Highland, VA",51091,415.16
2914,"Isle of Wight, VA",51093,315.61
2915,"James City, VA",51095,142.44
2916,"King and Queen, VA",51097,315.14
2917,"King George, VA",51099,179.64
2918,"King William, VA",51101,273.94
2919,"Lancaster, VA",51103,133.25
2920,"Lee, VA",51105,435.52
2921,"Loudoun, VA",51107,515.56
2922,"Louisa, VA",51109,496.3
2923,"Lunenburg, VA",51111,431.68
2924,"Madison, VA",51113,320.68
2925,"Mathews, VA",51115,85.93
2926,"Mecklenburg, VA",51117,625.49
2927,"Middlesex, VA",51119,130.31
2928,"Montgomery, VA",51121,387.01
2929,"Nelson, VA",51125,470.86
2930,"New Kent, VA",51127,209.73
2931,"Northampton, VA",51131,211.61
2932,"Northumberland, VA",51133,191.3
2933,"Nottoway, VA",51135,314.39
2934,"Orange, VA",51137,340.78
2935,"Page, VA",51139,310.86
2936,"Patrick, VA",51141,483.1
2937,"Pittsylvania, VA",51143,968.94
2938,"Powhatan, VA",51145,260.22
2939,"Prince Edward, VA",51147,349.96
2940,"Prince George, VA",51149,265.16
2941,"Prince William, VA",51153,336.4
2942,"Pulaski, VA",51155,319.86
2943,"Rappahannock, VA",51157,266.23
